order_id,order_date,region,customer_segment,category,product,quantity,unit_price,discount,revenue,cost,profit
116,2024-11-15,Central,Consumer,Groceries,Rice 5kg,1,411.3411216604712,0.15,349.64,260.47,89.17
117,2024-02-15,North,Consumer,Electronics,Laptop,2,9835.989259738524,0.1,17704.78,13903.73,3801.05
118,2024-03-17,North,Small Business,Electronics,Headphones,2,6096.842083568714,0.15,10364.63,6219.17,4145.46
119,2024-05-02,East,Consumer,Electronics,Headphones,2,3347.789472300059,0.2,5356.46,4214.66,1141.8
120,2024-03-24,East,Consumer,Clothing,Sneakers,1,3221.797192307903,0.0,3221.8,2125.27,1096.53
121,2024-10-27,West,Consumer,Clothing,Sneakers,5,2092.6573337079944,0.1,9416.96,6730.08,2686.88
122,2024-02-06,South,Corporate,Furniture,Bookshelf,3,24420.242729376012,0.0,73260.73,47956.47,25304.26
123,2024-06-07,North,Small Business,Electronics,Smartwatch,4,25830.580919596036,0.05,98156.21,67318.0,30838.21
124,2024-12-19,West,Consumer,Clothing,T-Shirt,2,3642.5267104405307,0.2,5828.04,3619.0,2209.04
125,2024-01-21,Central,Consumer,Furniture,Study Table,2,5026.0567579269755,0.0,10052.11,7969.8,2082.31
126,2024-11-11,Central,Consumer,Electronics,Tablet,1,25193.71674619881,0.0,25193.72,19962.32,5231.4
127,2024-06-12,Central,Consumer,Electronics,Tablet,2,58234.53113709487,0.05,110645.61,79371.36,31274.25
128,2024-01-01,West,Corporate,Electronics,Tablet,5,16272.875251412026,0.05,77296.16,57620.24,19675.92
129,2024-04-17,West,Small Business,Clothing,Sneakers,5,3952.094729285782,0.2,15808.38,8850.1,6958.28
130,2024-06-09,Central,Consumer,Electronics,Tablet,3,31173.236308270956,0.0,93519.71,73689.13,19830.58
131,2024-10-20,East,Consumer,Clothing,T-Shirt,2,1508.5477897282874,0.1,2715.39,1603.7,1111.69
132,2024-06-23,Central,Small Business,Electronics,Tablet,2,42018.618205230625,0.0,84037.24,63676.64,20360.6
133,2024-12-10,West,Consumer,Groceries,Rice 5kg,5,412.38700862796145,0.1,1855.74,1288.43,567.31
134,2024-03-03,South,Corporate,Electronics,Smartphone,5,58664.68977694706,0.0,293323.45,169329.0,123994.45
135,2024-03-22,West,Corporate,Clothing,Jeans,1,3528.042251946056,0.0,3528.04,2496.27,1031.77
136,2024-04-02,Central,Consumer,Clothing,Jacket,2,1743.7064498656243,0.05,3313.04,1961.69,1351.35
137,2024-10-08,North,Consumer,Clothing,Jeans,1,3691.251457425292,0.0,3691.25,2398.23,1293.02
138,2024-12-08,West,Corporate,Clothing,Sneakers,3,3839.885305437765,0.0,11519.66,8200.49,3319.17
139,2024-09-27,West,Small Business,Groceries,Rice 5kg,4,141.4823842587282,0.0,565.93,351.57,214.36
140,2024-04-15,East,Corporate,Electronics,Smartwatch,1,37204.526323688726,0.05,35344.3,20528.17,14816.13
141,2024-11-07,Central,Consumer,Groceries,Snacks Pack,1,283.490083857999,0.0,283.49,193.23,90.26
142,2024-01-26,Central,Small Business,Electronics,Tablet,1,13904.623134631258,0.0,13904.62,10360.77,3543.85
143,2024-07-20,West,Consumer,Electronics,Laptop,5,48857.50358245384,0.0,244287.52,179360.4,64927.12
144,2024-10-19,Central,Consumer,Groceries,Snacks Pack,5,177.57090286378647,0.05,843.46,568.65,274.81
145,2024-02-11,Central,Corporate,Groceries,Snacks Pack,4,595.1907965362036,0.15,2023.65,1418.18,605.47
146,2024-12-18,West,Consumer,Electronics,Tablet,4,36351.417599053966,0.05,138135.39,104701.9,33433.49
147,2024-09-20,East,Corporate,Clothing,Sneakers,3,2318.648031584807,0.0,6955.94,3916.78,3039.16
148,2024-10-12,North,Small Business,Furniture,Bookshelf,5,15350.925154483517,0.1,69079.16,41463.62,27615.54
149,2024-01-12,North,Small Business,Clothing,Jeans,5,3263.619858843025,0.0,16318.1,12949.08,3369.02
150,2024-10-12,West,Consumer,Electronics,Smartwatch,1,31976.041670414466,0.1,28778.44,19474.65,9303.79
151,2024-04-23,West,Consumer,Electronics,Tablet,1,21487.958360969867,0.0,21487.96,13950.96,7537.0
152,2024-05-22,South,Consumer,Furniture,Sofa,2,21582.774028137203,0.05,41007.27,28991.63,12015.64
153,2024-01-14,East,Corporate,Clothing,Jeans,2,1024.6882539514313,0.2,1639.5,1136.6,502.9
154,2024-10-15,North,Consumer,Groceries,Cooking Oil 1L,5,470.6453904966475,0.0,2353.23,1854.81,498.42
155,2024-01-25,central,Consumer,Groceries,Rice 5kg,4,117.11927866841727,0.0,468.48,316.94,151.54
156,2024-05-09,Central,Consumer,Furniture,Sofa,2,5496.571621958907,0.0,10993.14,7378.05,3615.09
157,2024-04-08,North,Consumer,Clothing,Jacket,4,1355.3946730775006,0.1,4879.42,3456.08,1423.34
158,2024-11-03,West,Consumer,Electronics,Tablet,5,39859.834844856894,0.0,199299.17,135797.7,63501.47
159,2024-05-12,Central,Consumer,Furniture,Study Table,5,11571.541958134514,0.1,52071.94,30424.46,21647.48
160,2024-08-29,Central,Consumer,Clothing,T-Shirt,1,632.6200474387101,0.0,632.62,434.6,198.02
161,2024-07-14,Central,Consumer,Furniture,Sofa,5,7599.993273311947,0.0,37999.97,25264.72,12735.25
162,2024-01-17,North,Small Business,Clothing,T-Shirt,1,3311.980461890781,0.15,2815.18,1575.39,1239.79
163,2024-10-16,West,Corporate,Groceries,Rice 5kg,5,539.1650038708643,0.0,2695.83,1979.71,716.12
164,2024-03-27,Central,Consumer,Clothing,T-Shirt,5,656.5242199549309,0.05,3118.49,2017.35,1101.14
165,2024-07-29,East,Small Business,Furniture,Sofa,2,6259.498060951762,0.0,12519.0,7142.63,5376.37
166,2024-02-18,North,Small Business,Groceries,Snacks Pack,2,577.904584941761,0.0,1155.81,671.88,483.93
167,2024-12-16,Central,Corporate,Furniture,Bookshelf,1,16179.49371858692,0.2,12943.59,7845.81,5097.78
168,2024-04-23,West,Consumer,Furniture,Study Table,1,7535.932372147614,0.1,6782.34,4215.07,2567.27
169,2024-01-18,North,Consumer,Groceries,Snacks Pack,4,461.50554828844867,0.0,1846.02,1163.02,683.0
170,2024-09-14,West,Consumer,Clothing,T-Shirt,3,3344.0271874850023,0.0,10032.08,6376.35,3655.73
171,2024-01-03,Central,Corporate,Furniture,Office Chair,1,14995.50583575737,0.1,13495.96,7962.86,5533.1
172,2024-01-03,North,,Furniture,Sofa,3,4281.096290505966,0.0,12843.29,9447.36,3395.93
173,2024-04-21,East,Corporate,Groceries,Snacks Pack,4,468.54491801545163,0.1,1686.76,1013.1,673.66
174,2024-08-30,West,Consumer,Groceries,Rice 5kg,5,118.59273130126476,0.1,533.67,397.64,136.03
175,2024-11-05,Central,Corporate,Electronics,Smartphone,1,42193.6615700632,0.0,42193.66,27450.43,14743.23
176,2024-12-01,East,Consumer,Groceries,Rice 5kg,2,317.6287142340642,0.1,571.73,317.73,254.0
177,2024-11-09,Central,Corporate,Electronics,Laptop,4,42899.33468234357,0.0,171597.34,125931.24,45666.1
178,2024-09-07,North,Corporate,Electronics,Smartwatch,4,46345.428652341136,0.05,176112.63,104710.07,71402.56
179,2024-05-16,West,Consumer,Clothing,Jacket,3,2435.9798737171855,0.0,7307.94,4063.56,3244.38
180,2024-02-20,North,Small Business,Groceries,Rice 5kg,5,530.0016377665311,0.05,2517.51,1687.3,830.21
181,2024-03-30,Central,Corporate,Furniture,Sofa,1,18742.6040603966,0.0,18742.6,10576.83,8165.77
182,2024-03-24,West,Consumer,Electronics,Smartwatch,4,39931.87664162766,0.0,159727.51,98855.85,60871.66
183,2024-03-10,South,Small Business,Clothing,Jeans,2,521.0089606598175,0.05,989.92,630.06,359.86
184,2024-07-21,South,Corporate,Electronics,Laptop,4,57858.5744014927,0.1,208290.87,147075.51,61215.36
185,2024-03-27,South,Consumer,Furniture,Office Chair,4,15002.595855147028,0.0,60010.38,34717.44,25292.94
186,2024-03-26,South,Consumer,Electronics,Smartwatch,2,34331.53311452771,0.05,65229.91,48787.08,16442.83
187,2024-12-06,South,Consumer,Clothing,Jeans,3,1177.925631467107,0.1,3180.4,2182.89,997.51
188,2024-07-10,East,Consumer,Electronics,Smartwatch,2,47948.39840752836,0.0,95896.8,70885.75,25011.05
189,2024-04-25,Central,Corporate,Clothing,Sneakers,2,2024.461639051557,0.05,3846.48,2646.87,1199.61
190,2024-08-14,West,Consumer,Electronics,Laptop,3,7670.211447462889,0.05,21860.1,13092.06,8768.04
191,2024-03-25,West,Corporate,Electronics,Smartwatch,2,19772.422460302543,0.0,39544.84,28629.47,10915.37
192,2024-10-09,East,Consumer,Clothing,Jacket,5,906.5615009755303,0.1,4079.53,3080.43,999.1
193,2024-10-28,North,Small Business,Electronics,Laptop,5,20200.509697771868,0.0,101002.55,80728.26,20274.29
194,2024-05-10,East,Corporate,Groceries,Snacks Pack,5,93.67362155366624,0.2,374.69,237.63,137.06
195,2024-12-29,East,Corporate,Electronics,Smartphone,4,28367.01403463301,0.05,107794.65,65871.69,41922.96
196,2024-06-28,North,Consumer,Electronics,Smartphone,1,54463.55264525542,0.15,46294.02,30916.16,15377.86
197,2024-09-28,North,Consumer,Groceries,Snacks Pack,1,424.918215320891,0.1,382.43,305.15,77.28
198,2024-10-29,West,Small Business,Electronics,Laptop,4,19360.67458675878,0.2,61954.16,47568.47,14385.69
199,2024-07-28,West,Corporate,Clothing,Jacket,2,400.6782384036948,0.05,761.29,506.33,254.96
200,2024-11-29,East,Consumer,Groceries,Tea 250g,1,64.9462588499643,0.0,64.95,50.51,14.44
201,2024-11-22,West,Consumer,Clothing,T-Shirt,3,2661.657197667813,0.15,6787.23,3924.0,2863.23
202,2024-10-12,West,Consumer,Clothing,T-Shirt,5,1421.7824092846731,0.0,7108.91,4442.92,2665.99
203,2024-09-20,East,Small Business,Clothing,Sneakers,5,1625.461036058433,0.15,6908.21,4292.23,2615.98
204,2024-05-28,South,Corporate,Furniture,Study Table,5,21121.590830871326,0.05,100327.56,55998.97,44328.59
205,2024-12-08,North,Consumer,Groceries,Cooking Oil 1L,1,475.63381065158603,0.0,475.63,281.2,194.43
206,2024-06-05,East,Consumer,Electronics,Tablet,4,38916.92532889439,0.05,147884.32,105449.81,42434.51
207,2024-09-13,East,Corporate,Groceries,Cooking Oil 1L,5,51.606567941749105,0.05,245.13,137.62,107.51
208,2024-04-02,South,Small Business,Electronics,Smartwatch,4,29168.823746587346,0.0,116675.29,79239.22,37436.07
209,2024-12-18,East,Small Business,Electronics,Headphones,3,21323.347986316967,0.0,63970.04,39626.59,24343.45
210,2024-10-03,North,Small Business,Groceries,Rice 5kg,3,321.4506191870653,0.0,964.35,639.03,325.32
211,2024-01-19,North,Consumer,Groceries,Rice 5kg,1,384.3478677498871,0.15,326.7,257.69,69.01
212,2024-12-08,North,Corporate,Groceries,Tea 250g,2,529.3787500085268,0.0,1058.76,683.92,374.84
213,2024-03-24,Central,Consumer,Furniture,Bookshelf,2,11297.513781816811,0.1,20335.52,14634.81,5700.71
214,2024-07-28,Central,Consumer,Furniture,Study Table,3,4661.964953610223,0.1,12587.31,8590.81,3996.5
215,2024-09-24,South,Consumer,Groceries,Cooking Oil 1L,5,74.05648976992104,0.15,314.74,190.11,124.63
216,2024-10-03,North,Consumer,Furniture,Sofa,5,11888.414779973407,0.15,50525.76,35245.32,15280.44
217,2024-11-30,East,Small Business,Electronics,Laptop,3,45922.03500652786,0.1,123989.49,90065.53,33923.96
218,2024-01-07,South,Consumer,Clothing,Jacket,5,1645.1588586562866,0.05,7814.5,5038.22,2776.28
219,2024-10-20,East,Consumer,Electronics,Laptop,1,51057.660147086426,0.0,51057.66,30217.96,20839.7
220,2024-02-14,East,Consumer,Groceries,Cooking Oil 1L,2,263.3927179707782,0.0,526.79,330.98,195.81
221,2024-05-04,South,Small Business,Electronics,Tablet,2,23168.22369710543,0.15,39385.98,31351.37,8034.61
222,2024-10-04,North,Consumer,Electronics,Smartwatch,5,33172.345029833734,0.15,140982.47,93063.99,47918.48
223,2024-12-06,East,Consumer,Electronics,Tablet,3,21533.20676183073,0.0,64599.62,44944.93,19654.69
224,2024-09-29,South,Consumer,Groceries,Rice 5kg,3,485.88676557960554,0.0,1457.66,945.71,511.95
225,2024-05-26,Central,Consumer,Electronics,Headphones,4,9243.78417354589,0.0,36975.14,27230.9,9744.24
226,2024-02-15,North,Corporate,Clothing,T-Shirt,4,3816.8037151219855,0.05,14503.85,11108.31,3395.54
227,2024-08-03,West,Consumer,Clothing,Jeans,1,3707.4449581829585,0.15,3151.33,2505.89,645.44
228,2024-06-11,West,Small Business,Furniture,Study Table,1,4513.076837121293,0.0,4513.08,2753.41,1759.67
229,2024-07-07,East,Consumer,Electronics,Laptop,3,55693.38249371007,0.15,142018.13,96828.89,45189.24
230,2024-05-31,West,Small Business,Clothing,T-Shirt,2,3256.218451499252,0.1,5861.19,4437.61,1423.58
231,2024-02-06,North,Consumer,Electronics,Laptop,1,44817.85371928087,0.1,40336.07,30715.13,9620.94
232,2024-09-16,North,Corporate,Clothing,Sneakers,4,1655.7539222901255,0.05,6291.86,4558.07,1733.79
233,2024-03-06,East,Small Business,Electronics,Laptop,4,5996.431403655565,0.0,23985.73,17450.28,6535.45
234,2024-08-02,West,Small Business,Clothing,Jacket,5,3661.9996076769894,0.15,15563.5,10695.94,4867.56
235,2024-10-01,Central,Consumer,Electronics,Tablet,2,39397.32059044591,0.05,74854.91,52862.24,21992.67
236,2024-02-22,South,Corporate,Electronics,Smartphone,2,48531.57269182244,0.05,92209.99,54372.18,37837.81
237,2024-12-26,South,,Groceries,Tea 250g,2,331.1210265804764,0.1,596.02,416.24,179.78
238,2024-11-20,South,Consumer,Groceries,Tea 250g,3,504.6930629620601,0.0,1514.08,1151.73,362.35
239,2024-05-20,South,Small Business,Electronics,Smartwatch,1,26209.494547781895,0.1,23588.55,15885.79,7702.76
240,2024-06-23,North,Corporate,Furniture,Study Table,4,18400.05916458933,0.0,73600.24,52920.56,20679.68
241,2024-07-29,Central,Consumer,Groceries,Rice 5kg,4,576.2398985163574,0.15,1959.22,1310.7,648.52
242,2024-01-13,West,Consumer,Electronics,Laptop,1,25865.50926637692,0.15,21985.68,16107.24,5878.44
243,2024-08-24,Central,Corporate,Clothing,Sneakers,4,2745.9031377181955,0.2,8786.89,4947.46,3839.43
244,2024-09-08,North,Small Business,Clothing,Jeans,5,3363.9139473545843,0.0,16819.57,12763.87,4055.7
245,2024-12-21,South,Consumer,Electronics,Tablet,4,57007.48841612113,0.05,216628.46,119683.1,96945.36
246,2024-08-17,South,Consumer,Furniture,Sofa,4,12463.134458674504,0.2,39882.03,23186.92,16695.11
247,2024-05-13,North,Consumer,Electronics,Laptop,4,26977.196090123154,0.1,97117.91,67269.93,29847.98
248,2024-08-15,West,Consumer,Clothing,T-Shirt,1,3634.8181768294216,0.0,3634.82,2187.34,1447.48
